,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
224,Patanjali Ayurve...,4.0,(1.4k Reviews),Private,"Haridwar,Uttarakhand + 197 more",16 years old,5k-10k Employees (India)
225,Maersk,4.3,(1.4k Reviews),Private,Copenhagen + 17 more,118 years old,10k-50k Employees (India)
226,Apollo Tyres,4.2,(1.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 125 more",50 years old,5k-10k Employees (India)
227,Dabur,4.1,(1.4k Reviews),Public,"Ghaziabad,Uttar Pradesh + 162 more",138 years old,5k-10k Employees (India)
228,Fortis Healthcar...,4.0,(1.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 51 more",26 years old,5k-10k Employees (India)
229,Dilip Buildcon,4.1,(1.4k Reviews),Public,"Bhopal,Madhya Pradesh + 123 more",35 years old,10k-50k Employees (India)
230,RSPL Group,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra + 115 more",35 years old,1k-5k Employees (India)
231,Landmark Group,4.2,(4.1k Reviews),Private,"Dubai Marina,Dubai + 94 more",49 years old,1k-5k Employees (India)
232,Ceat Tyres,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 81 more",64 years old,5k-10k Employees (India)
233,Conduent,3.6,(1.4k Reviews),Private,"Florham Park,New Jersey + 16 more",5 years old,5k-10k Employees (India)
234,Ola Cabs,3.8,(1.7k Reviews),Private,Bangalore + 78 more,12 years old,1k-5k Employees (India)
235,RBL Bank,3.8,(1.4k Reviews),Public,"Mumbai,Maharashtra + 159 more",79 years old,1k-5k Employees (India)
236,Lifestyle,4.3,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 77 more",8 years old,10k-50k Employees (India)
237,PNB MetLife,3.6,(1.4k Reviews),Private,"Mumbai,Maharashtra + 209 more",21 years old,5k-10k Employees (India)
238,Max Healthcare,4.2,(1.4k Reviews),Partnership,"Delhi/NCR,New Delhi + 47 more",21 years old,1k-5k Employees (India)
239,Optum,4.1,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 17 more",13 years old,1k-5k Employees (India)
240,Life Insurance C...,4.3,(1.3k Reviews),Private,Mumbai + 310 more,66 years old,1 Lakh+ Employees (India)
241,Kotak Mahindara ...,3.9,(1.3k Reviews),"Mumbai,Maharashtra + 146 more",21 years old,5k-10k Employees (India),
242,Pfizer,4.2,(1.8k Reviews),Public,"Chennai,Tamil Nadu + 87 more",18 years old,1k-5k Employees (India)
243,Tata AIA Life In...,3.9,(1.3k Reviews),Private,"Mumbai,Maharashtra + 172 more",21 years old,5k-10k Employees (India)
244,G4S,4.2,(1.4k Reviews),Private,"Gurgaon/Gurugram,Haryana + 92 more",26 years old,1 Lakh+ Employees (India)
245,DHFL,4.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 187 more",38 years old,1k-5k Employees (India)
246,Bank of America,4.4,(2.2k Reviews),Private,Charlotte + 28 more,24 years old,10k-50k Employees (India)
247,NIIT Technologie...,3.4,(1.3k Reviews),Public,"Noida,Uttar Pradesh + 75 more",18 years old,5k-10k Employees (India)
248,Nestle,4.1,(1.4k Reviews),Public,Vevey + 161 more,63 years old,5k-10k Employees (India)
249,Ekart Logistics,4.2,(1.3k Reviews),Private,"San Francisco,California + 318 more",13 years old,1k-5k Employees (India)
250,L&T Technology S...,3.4,(1.3k Reviews),"Vadodara/Baroda,Gujarat + 18 more",10 years old,10k-50k Employees (India),
251,Escorts Group,4.1,(1.4k Reviews),Public,"Faridabad,Haryana + 81 more",62 years old,5k-10k Employees (India)
252,ITC Infotech In...,3.6,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",22 years old,5k-10k Employees (India)
253,Delhi Public Sch...,3.9,(1.3k Reviews),Public,"Greater Noida,Uttar Pradesh + 193 more",24 years old,1k-5k Employees (India)
254,Blue Dart Expres...,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 160 more",39 years old,10k-50k Employees (India)
255,Biocon Biologics...,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 52 more",44 years old,10k-50k Employees (India)
256,BHEL,4.3,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 78 more",58 years old,10k-50k Employees (India)
257,JK Cement,4.2,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 168 more",48 years old,1k-5k Employees (India)
258,Voltas,4.2,(1.3k Reviews),Public,"Mumbai,Maharashtra + 121 more",68 years old,5k-10k Employees (India)
259,GeBBS Healthcare...,3.8,(1.2k Reviews),Private,"Culver City,California + 10 more",17 years old,1k-5k Employees (India)
260,Berger Paints,3.8,(1.3k Reviews),Public,"Kolkata,West Bengal + 159 more",99 years old,1k-5k Employees (India)
261,Raymond,3.9,(1.5k Reviews),Public,"Thane,Maharashtra + 97 more",97 years old,1k-5k Employees (India)
262,Suzuki,4.1,(6.1k Reviews),Private,"Vadodara/Baroda,Gujarat + 116 more",8 years old,1k-5k Employees (India)
263,Aakash Institute,3.6,(1.5k Reviews),Private,"New Delhi,Delhi + 124 more",34 years old,1k-5k Employees (India)
264,Poonawalla Finco...,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 230 more",34 years old,5k-10k Employees (India)
265,PVR Cinemas,4.4,(1.2k Reviews),Public,Gurgaon + 84 more,25 years old,1k-5k Employees (India)
266,HDFC Ergo Genera...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 141 more",20 years old,1k-5k Employees (India)
267,I Process Servic...,4.0,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 178 more",17 years old,5k-10k Employees (Global)
268,Mankind Pharma,4.0,(1.4k Reviews),Private,"New Delhi,Delhi + 130 more",27 years old,5k-10k Employees (India)
269,PolicyBazaar,3.7,(1.2k Reviews),Private,"Gurgaon,Haryana + 19 more",14 years old,5k-10k Employees (India)
270,Reliance Digital,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 190 more",15 years old,1k-5k Employees (India)
271,AFCONS Infrastru...,4.4,(1.2k Reviews),Partnership,"Mumbai,Maharashtra + 63 more",63 years old,5k-10k Employees (India)
272,café Coffee day,4.1,(1.2k Reviews),Private,"Bengaluru,Karnataka + 76 more",26 years old,1k-5k Employees (India)
273,JMC Projects,4.3,(1.2k Reviews),Public,"Mumbai,Maharashtra + 82 more",40 years old,1k-5k Employees (India)
274,Honda,4.1,(2.8k Reviews),Private,"Greater Noida,Uttar Pradesh + 154 more",37 years old,5k-10k Employees (India)
275,Utkarsh Small Fi...,3.9,(1.2k Reviews),Public,"Varanasi,Uttar Pradesh + 178 more",13 years old,1k-5k Employees (India)
276,Tata AIG General...,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 162 more",22 years old,5k-10k Employees (India)
277,CARS24.com,4.0,(1.2k Reviews),Private,"Gurgaon,Haryana + 109 more",7 years old,1k-5k Employees (India)
278,Bhushan Power & ...,3.9,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 43 more",52 years old,501-1k Employees (India)
279,Aditya Birla Gro...,4.2,(11.6k Reviews),"Mumbai,Maharashtra + 163 more",165 years old,1 Lakh+ Employees (India),
280,Birla Sun Life I...,4.2,(1.2k Reviews),"Mumbai,Maharashtra + 252 more",22 years old,10k-50k Employees (India),
281,Exide Industries,3.7,(2.4k Reviews),Public,"Kolkata,West Bengal + 149 more",75 years old,1k-5k Employees (India)
282,Fiserv,3.9,(1.2k Reviews),Private,"Brookfield,Wisconsin + 25 more",51 years old,501-1k Employees (India)
283,Renault-Nissan,4.1,(1.2k Reviews),"Chennai,Tamil Nadu + 56 more",12 years old,5k-10k Employees (India),
284,Big Bazaar,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 146 more",21 years old,10k-50k Employees (India)
285,Sterling & Wilso...,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 61 more",95 years old,1k-5k Employees (India)
286,Emcure Pharmaceu...,4.0,(1.2k Reviews),Private,Pune + 77 more,41 years old,5k-10k Employees (India)
287,The Himalaya Dru...,4.2,(1.2k Reviews),Private,"San Francisco,California + 132 more",92 years old,1k-5k Employees (India)
288,Cogent E Service...,3.4,(1.2k Reviews),Private,"Noida,Uttar Pradesh + 22 more",18 years old,10k-50k Employees (India)
289,Exide Life Insur...,3.7,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 177 more",21 years old,1k-5k Employees (India)
290,Micro Labs,3.8,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 89 more",49 years old,5k-10k Employees (India)
291,Sapient Corporat...,3.9,(1.3k Reviews),Private,"New York,New York + 14 more",32 years old,5k-10k Employees (India)
292,R.R. Donnelley,4.1,(1.2k Reviews),Private,"Chicago,Illinois + 7 more",158 years old,1-10 Employees (India)
293,Blue Star,4.0,(1.2k Reviews),Public,"Mumbai,Maharashtra + 95 more",79 years old,1k-5k Employees (India)
294,Indian Navy,4.6,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 53 more",72 years old,50k-1 Lakh Employees (India)
295,ACT Fibernet,4.0,(1.2k Reviews),Private,"Daegu,Daegu + 30 more",22 years old,5k-10k Employees (India)
296,IndiGo,3.7,(1.1k Reviews),Private,"Boston,Massachusetts + 61 more",17 years old,10k-50k Employees (India)
297,Ajanta Pharma,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 81 more",49 years old,1k-5k Employees (India)
298,Cholamandalam MS...,4.0,(1.1k Reviews),JV,"Chennai,Tamil Nadu + 243 more",21 years old,50k-1 Lakh Employees (India)
299,TVS Sundram Fast...,3.9,(1.1k Reviews),Public,"Chennai,Tamil Nadu + 34 more",56 years old,5k-10k Employees (India)
300,Sonalika Tractor...,3.9,(1.1k Reviews),Private,"Hoshiarpur,Punjab + 109 more",53 years old,1k-5k Employees (India)
301,Britannia,4.2,(1.1k Reviews),Public,"Reading,Reading + 143 more",130 years old,1k-5k Employees (India)
302,Mahindra Holiday...,3.8,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 83 more",26 years old,1k-5k Employees (India)
303,ADP Solutions,4.2,(1.1k Reviews),Public,"Roseland,Louisiana + 10 more",73 years old,1k-5k Employees (India)
304,Access Healthcar...,4.0,(1.1k Reviews),Private,"Dallas,Texas + 13 more",11 years old,1k-5k Employees (India)
305,InterGlobe Techn...,3.6,(1.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 28 more",24 years old,1k-5k Employees (India)
306,Zensar Technolog...,3.7,(1.1k Reviews),Public,"Pune,Maharashtra + 14 more",31 years old,10k-50k Employees (Global)
307,Shahi Exports,4.1,(1.1k Reviews),Private,"Faridabad,Haryana + 45 more",48 years old,1 Lakh+ Employees (India)
308,Force Motors,3.5,(1.1k Reviews),Public,"Pune,Maharashtra + 68 more",64 years old,1k-5k Employees (India)
309,Walmart,4.1,(8.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 64 more",13 years old,5k-10k Employees (India)
310,HDFC Sales,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 196 more",18 years old,10k-50k Employees (India)
311,Thomson Reuters,4.3,(1.1k Reviews),Private,Toronto + 17 more,28 years old,10k-50k Employees (India)
312,Indiabulls,3.7,(3.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 133 more",22 years old,10k-50k Employees (India)
313,Aarti Industries,4.2,(1.1k Reviews),Public,"Mumbai,Maharashtra + 29 more",47 years old,1k-5k Employees (India)
314,United Phosphoru...,4.3,(1.1k Reviews),Public,"Mumbai,Maharashtra + 99 more",53 years old,1k-5k Employees (India)
315,Mahindra Rural H...,4.1,(1.1k Reviews),Public,"Mumbai,Maharashtra + 253 more",15 years old,5k-10k Employees (India)
316,Wockhardt,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 66 more",23 years old,5k-10k Employees (India)
317,Hyatt Regency,4.4,(1.1k Reviews),Private,"New Delhi,Delhi + 37 more",42 years old,1k-5k Employees (India)
318,Brakes India,4.2,(1.1k Reviews),"Chennai,Tamil Nadu + 50 more",60 years old,1k-5k Employees (India),
319,Karvy Data Manag...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 81 more",14 years old,1k-5k Employees (India)
320,Dalmia Bharat Ce...,4.1,(1.1k Reviews),Public,"Delhi/NCR,New Delhi + 120 more",87 years old,1k-5k Employees (India)
321,Adani Power,4.2,(1.3k Reviews),Public,"Ahmedabad,Gujrat + 76 more",16 years old,1k-5k Employees (India)
322,Sobha,4.0,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",27 years old,1k-5k Employees (India)
323,3i Infotech,3.7,(1.1k Reviews),Public,"Mumbai,Maharashtra + 78 more",29 years old,5k-10k Employees (India)
324,Ambuja Cements,3.9,(1.1k Reviews),Public,"Mumbai,Maharashtra + 147 more",39 years old,5k-10k Employees (India)
325,GE,4.2,(1.8k Reviews),Private,"Boston,Massachusetts + 50 more",130 years old,10k-50k Employees (India)
326,Statestreet HCL ...,3.4,(1.1k Reviews),Private,New Delhi + 10 more,10 years old,5k-10k Employees (Global)
327,Persistent Syste...,4.1,(1.1k Reviews),Public,"Pune,Maharashtra + 6 more",32 years old,10k-50k Employees (India)
328,Tata Technologie...,3.4,(1.1k Reviews),Private,Singapore + 29 more,33 years old,5k-10k Employees (India)
329,GVK Emergency Ma...,3.8,(1k Reviews),"Hyderabad/Secunderabad,Telangana + 94 more",17 years old,10k-50k Employees (India),
330,R1 RCM,3.9,(1k Reviews),Private,"Chicago,Illinois + 11 more",19 years old,1k-5k Employees (India)
331,Amara Raja Group,4.2,(1.4k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 69 more",37 years old,10k-50k Employees (India)
332,JK Tyres,3.9,(1k Reviews),Private,New Delhi + 103 more,71 years old,1k-5k Employees (India)
333,Yamaha Motor,3.9,(1.1k Reviews),Private,"Iwata,Shizuoka + 93 more",15 years old,1k-5k Employees (India)
334,Aircel,4.4,(1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 110 more",23 years old,5k-10k Employees (India)
335,Tata Motors Fina...,4.4,(1k Reviews),Private,"Mumbai,Maharashtra + 188 more",65 years old,1k-5k Employees (India)
336,Jet Airways,4.6,(1k Reviews),Public,"Mumbai,Maharashtra + 47 more",29 years old,10k-50k Employees (India)
337,Whirlpool,4.2,(1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 104 more",20 years old,1k-5k Employees (India)
338,AGS Health,4.1,(1k Reviews),Private,"Chennai,Tamil Nadu + 18 more",11 years old,1k-5k Employees (India)
339,Shree Cement,4.3,(1k Reviews),Public,"Kolkata,West Bengal + 125 more",43 years old,5k-10k Employees (India)
340,Parle Agro,4.2,(1k Reviews),Private,"Mumbai,Maharashtra + 119 more",38 years old,1k-5k Employees (India)
341,Oberoi Group of ...,4.4,(1k Reviews),Private,"Delhi/NCR,Delhi + 29 more",88 years old,1k-5k Employees (India)
342,Delphi TVS,4.0,(1k Reviews),Private,"Kanchipuram,Tamil Nadu + 21 more",33 years old,1k-5k Employees (India)
343,Lenskart,3.0,(1k Reviews),Private,"Delhi,NCT + 85 more",12 years old,5k-10k Employees (Global)
344,V-mart,4.4,(1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 170 more",20 years old,5k-10k Employees (India)
345,Gabriel India,4.4,(1k Reviews),Public,"Pune,Maharashtra + 31 more",61 years old,1k-5k Employees (India)
346,Indus Towers,4.0,(1k Reviews),Private,"Gurgaon,Haryana + 90 more",15 years old,1k-5k Employees (India)
347,DS Group,4.1,(1.1k Reviews),Private,"Noida,Uttar Pradesh + 101 more",93 years old,1k-5k Employees (India)
348,Lucas-TVS,4.0,(1.2k Reviews),Private,"Chennai,Tamil Nadu + 45 more",61 years old,1k-5k Employees (India)
349,Crompton Greaves,3.9,(1k Reviews),Public,"Mumbai,Maharashtra + 78 more",85 years old,1k-5k Employees (India)
350,Sigma Electric M...,3.9,(1k Reviews),Private,"Garner,North Carolina + 17 more",40 years old,1k-5k Employees (India)
351,Piramal Group,4.1,(1.2k Reviews),Private,Mumbai + 89 more,42 years old,1k-5k Employees (India)
352,UNO Minda,4.1,(1k Reviews),Gurgaon + 50 more,64 years old,1k-5k Employees (India),
353,Shriram City,4.2,(996 Reviews),Public,"Chennai,Tamil Nadu + 302 more",36 years old,10k-50k Employees (India)
354,GSK Pharmaceutic...,4.2,(996 Reviews),Middlesex + 125 more,192 years old,1k-5k Employees (India),
355,ICICI Securities,3.7,(992 Reviews),Public,"Mumbai,Maharashtra + 92 more",27 years old,5k-10k Employees (India)
356,Taj Hotels Resor...,4.3,(979 Reviews),"Mumbai,Maharashtra + 60 more",119 years old,10k-50k Employees (India),
357,TVS Credit Servi...,4.3,(979 Reviews),Public,"Chennai,Tamil Nadu + 184 more",14 years old,10k-50k Employees (India)
358,Aon,4.0,(996 Reviews),Private,London + 17 more,82 years old,10k-50k Employees (India)
359,Saint-Gobain,4.1,(1.1k Reviews),Private,Paris + 60 more,357 years old,10k-50k Employees (India)
360,Birlasoft,3.7,(971 Reviews),Public,"Pune,Maharashtra + 19 more",27 years old,5k-10k Employees (India)
361,Videocon d2h,3.9,(970 Reviews),Public,Mumbai + 130 more,13 years old,501-1k Employees (India)
362,Johnson Controls,4.0,(1.5k Reviews),Public,Cork + 47 more,27 years old,5k-10k Employees (India)
363,Bharat Petroleum,4.2,(968 Reviews),Private,"Mumbai,Maharashtra + 163 more",70 years old,50k-1 Lakh Employees (India)
364,Bharti AXA Life ...,3.9,(966 Reviews),Private,Mumbai + 175 more,16 years old,5k-10k Employees (India)
365,Societe Generale,3.9,(965 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k Employees (India)
366,Endurance Techno...,3.7,(963 Reviews),Public,"Aurangabad,Maharashtra + 27 more",37 years old,1k-5k Employees (India)
367,AXA Business Ser...,3.8,(963 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",27 years old,1k-5k Employees (India)
368,Cadila Pharmaceu...,4.0,(5.3k Reviews),Public,"Ahmedabad,Gujrat + 88 more",71 years old,5k-10k Employees (India)
369,Myntra,4.2,(968 Reviews),Private,"Bangalore,Karnataka + 77 more",15 years old,1k-5k Employees (India)
370,Reliance Trends,4.3,(957 Reviews),Private,"Navi Mumbai,Maharashtra + 214 more",16 years old,1 Lakh+ Employees (India)
371,SRF,4.3,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 33 more",52 years old,1k-5k Employees (India)
372,IDBI Bank,3.8,(1.7k Reviews),Public,"Mumbai,Maharashtra + 220 more",58 years old,10k-50k Employees (India)
373,BT Group,4.3,(1.6k Reviews),Private,London + 12 more,176 years old,5k-10k Employees (India)
374,Sterlite Technol...,4.2,(950 Reviews),Public,"Pune,Maharashtra + 52 more",34 years old,1k-5k Employees (India)
375,Karvy Fintech,3.7,(948 Reviews),"Hyderabad/Secunderabad,Telangana + 68 more",44 years old,201-500 Employees (India),
376,Datamatics Globa...,3.7,(1.3k Reviews),Public,Mumbai + 18 more,47 years old,1k-5k Employees (India)
377,Hindustan Aerona...,4.4,(942 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 32 more",82 years old,10k-50k Employees (India)
378,Kalpataru Power ...,4.1,(939 Reviews),Public,"Mumbai,Maharashtra + 125 more",41 years old,1k-5k Employees (India)
379,Kansai Nerolac P...,3.8,(937 Reviews),Public,"Mumbai,Maharashtra + 110 more",102 years old,1k-5k Employees (India)
380,Quest Global,3.5,(936 Reviews),Private,Singapore + 22 more,25 years old,10k-50k Employees (India)
381,Power Mech Proje...,3.8,(935 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 77 more",15 years old,1k-5k Employees (India)
382,CMS Infosystems,3.7,(934 Reviews),Private,"Mumbai,Maharashtra + 120 more",14 years old,5k-10k Employees (India)
383,Lodha group,4.3,(934 Reviews),Private,"Mumbai,Maharashtra + 16 more",42 years old,1k-5k Employees (India)
384,Future Generali ...,3.9,(934 Reviews),Private,Mumbai + 127 more,15 years old,1k-5k Employees (India)
385,Parle Products,4.1,(933 Reviews),Private,Mumbai + 122 more,93 years old,1k-5k Employees (India)
386,Sopra Steria,4.1,(931 Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,5k-10k Employees (India)
387,Tata Capital Fin...,4.2,(930 Reviews),Public,Mumbai + 108 more,15 years old,1k-5k Employees (India)
388,Coromandel Inter...,4.2,(930 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 117 more",61 years old,10k-50k Employees (India)
389,JCB,4.1,(929 Reviews),Private,"Rocester,Staffordshire + 65 more",77 years old,1k-5k Employees (India)
390,Grasim Industrie...,4.2,(5.9k Reviews),Public,Nagda + 46 more,75 years old,10k-50k Employees (India)
391,MetLife,4.3,(924 Reviews),Private,New York + 38 more,14 years old,5k-10k Employees (India)
392,Metro,4.2,(920 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 50 more",58 years old,1k-5k Employees (India)
